1 0
2 0
3 277.561
4 527.935
5 770.452
6 1022.88
7 1291
8 1578.19
9 1804.44
10 2037.15
10 2036.57
11 2296.25
12 2706.11
12 2706.11
13 2810.01
14 3030.86
15 3377.18
16 3793.76
17 3831.41
18 3963.6
20 4812.35
21 5022.89
22 5092.22
24 5804.78
25 6146.87
27 6649.43
29 7234.74
31 7553.21
33 8235.69
35 8695.68
37 9424.93
40 9981.35
42 10141
45 11437.9
48 11524.4
51 12263.2
55 13156.6
58 13723.7
62 14257.2
66 15238.9
71 15686.9
75 16493.1
80 17783.9
86 18351.8
91 18260.9
97 19813.2
104 20542.2
111 20515.6
118 21193.6
126 21994.7
134 22565.1
143 22816.8
152 23826.5
162 23843.9
173 25992
184 25906.5
196 26548.5
209 27891.4
223 27318.6
237 29189.1
253 29748
269 30056.1
287 29658.3
306 30000.3
326 29119
347 31353.3
370 30387.8
394 31515.3
420 33020.2
448 32867.7
477 34290.7
508 32308.2
541 33611.1
577 34310
615 31458.7
655 29181.4
698 33723.8
744 35979.1
792 34899
844 36255.1
899 35713.6
958 35679.4
1021 34645.4
1088 33888.9
1159 29916.6
1235 27293.2
1316 23681
1402 21218.7
1494 18086.1
1591 17170.1
1695 15985.3
1806 15742.3
1925 14903.6
2051 14812.6
2185 14401
2328 14365.9
2480 14174.7
2642 14375.6
2815 14540.8
3000 14938.5
