1 345.494
2 690.647
3 1052.23
4 2514.71
5 2036.74
6 2559.61
7 2638.55
8 4890.1
9 3386.62
10 3858.99
10 3858.99
11 4669.38
12 5556.95
13 4244.54
14 4922.66
15 4699.51
16 6857.29
17 5481.55
18 6145.41
19 5681.67
21 6729.54
22 7385.7
24 8789.6
26 7553.01
28 8861.06
30 7835.34
32 7715.44
34 7810.08
37 7405.52
39 7700.74
42 8652.09
45 8460.92
48 9626.64
52 9891.66
56 10586.6
60 10657.2
64 10600
69 10314
74 11248.7
79 11062.1
85 11503.5
91 11088.4
97 11222.5
104 12329.5
112 11547.9
120 13256.5
128 12985.6
137 11567.8
147 9613.42
158 9917.87
169 9942.67
181 10315.8
194 11092.1
208 12750.8
223 10837
239 11340.5
256 13530.5
275 11302.8
294 12030.5
315 12082.5
338 12602.1
362 12690.8
388 13393.3
416 13201.2
446 12853.2
477 12758
512 14611.6
548 13067.9
587 13180.8
629 13641.9
674 14094.2
723 13952.6
774 13354.3
830 14203.3
889 12601
953 9471.19
1021 6458.72
1094 5090.8
1172 4198.02
1256 3498.41
1346 3293.98
1442 3245.11
1545 3294.33
1656 3323.96
1774 3286.48
1901 3218.36
2037 3281.74
2183 3266.66
2339 3261.48
2506 3257.44
2685 3246.27
2877 3275.47
3083 3350.68
3303 3400.99
3540 3444.53
3793 3393.98
4064 3416.93
4355 3508.82
4666 3469.07
4999 3532.57
