1 23.0178
2 83.966
3 157.272
4 244.991
5 308.212
6 373.979
7 443.794
8 511.684
9 575.977
10 649.718
10 642.21
11 704.984
12 795.65
13 854.696
14 925.668
15 993.781
16 1073.29
17 1106.17
18 1184.34
19 1233.77
21 1388.99
22 1458.18
24 1599.31
26 1730.86
28 1882.36
30 1992.61
32 2142.62
34 2226.6
37 2412.96
39 2533.16
42 2649.69
45 2878.73
48 3029.82
52 3339.93
56 3467.24
60 3756.22
64 3822.68
69 3868.14
74 4002.38
79 3970.28
85 4066.33
91 4113.53
97 4170.07
104 4255.25
112 4333.7
120 4398.75
128 4494.35
137 4615.21
147 4713.16
158 4777.55
169 4886.51
181 4966.57
194 5097.11
208 5234.81
223 5437.81
239 5540.88
256 5596.48
275 5546.46
294 5774.43
315 5861.09
338 6019.4
362 5873.45
388 6106.26
416 5536.46
446 5554.88
477 5841.19
512 6289.87
548 6293.68
587 5969.63
629 5753.28
674 6605.93
723 5949.81
774 5731.94
830 6591.37
889 6349.83
953 5725.03
1021 5093.34
1094 5236.78
1172 4091
1256 3881.68
1346 3950.49
1442 4042.72
1545 3951.61
1656 3994.86
1774 4048.31
1901 4190.81
2037 4427.56
2183 4499.18
2339 4550.74
2506 4620.64
2685 4695.46
2877 4765.4
3083 4835.04
3303 4840.52
3540 5038.73
3793 5019.11
4064 5089.18
4355 5103.67
4666 5204.94
4999 5200.99
