1 140.431
2 555.409
3 888.362
4 3093.93
5 1977.89
6 2418
7 2967.79
8 4430.06
9 4101.68
10 4131.85
10 4131.85
11 5037.94
12 6540.61
13 6199.26
14 6844.27
15 8418.15
16 10216.5
17 9422.8
18 8723.67
19 8047.66
21 9804.1
22 9353.9
24 12956.7
26 11277.3
28 12370.5
30 11101.9
32 14069.4
34 12860
37 13089.8
39 12056.1
42 13603.4
45 13635.5
48 15109.2
52 14492.5
56 15466.7
60 14800.1
64 15594.1
69 14799.9
74 15202.5
79 14569.2
85 15218
91 15351.8
97 15839.1
104 16226.9
112 16204.6
120 16319.4
128 16098.1
137 15764.9
147 15746
158 15706.8
169 15880.4
181 15924.7
194 15917.7
208 16123.1
223 15492.8
239 15474.7
256 15736.8
275 15466.6
294 15146.5
315 15251.3
338 15105.4
362 15097.4
388 14893.6
416 15450.2
446 15293.2
477 15271
512 15463.5
548 15244.1
587 15366.3
629 15468.2
674 15585.6
723 15545.6
774 15509.7
830 15840.4
889 15725.6
953 15753.7
1021 15896.5
1094 15848
1172 15986.9
1256 15984.6
1346 16011.9
1442 16049.1
1545 16070.8
1656 16106
1774 16097.1
1901 16094.8
2037 16129.1
2183 16107
2339 16128.9
2506 16154.8
2685 16158.7
2877 16202.2
3083 16173.9
3303 16174.7
3540 16167.7
3793 16206.6
4064 16192.5
4355 16212.6
4666 16196.1
4999 16220.7
