1 40.0139
2 147.484
3 284.508
4 505.793
5 563.192
6 636.273
7 757.902
8 1446.18
9 1459.67
10 1802.06
10 1802.06
11 2180.49
12 2594.96
13 2051.14
14 2110.18
15 1998.63
16 3765.95
17 2857.49
18 3075.94
19 3427.2
21 4186.69
22 4594.92
24 5468.33
26 5511.45
28 6391.98
30 4434.77
32 7191.72
34 5105.34
37 6046.03
39 6406.36
42 7429.87
45 8529.18
48 9704.32
52 9344.11
56 9979.54
60 10488.7
64 10657.5
69 8629.34
74 8451.01
79 8038.27
85 9305.64
91 9236.24
97 10494.4
104 12063.7
112 10925.2
120 12541.7
128 12759.5
137 10549.5
147 9554.71
158 10690.8
169 10948.9
181 10994.6
194 11408.2
208 13114.2
223 10400.8
239 10643.5
256 13544.2
275 11035.7
294 12613.3
315 10677.3
338 9579.16
362 9969.77
388 10858.9
416 10541.3
446 9864.34
477 9293.21
512 10707
548 11216.7
587 10800.9
629 10915.6
674 12533.4
723 11074.3
774 13184.1
830 12243.5
889 10570
953 8925.38
1021 5513.09
1094 4316.04
1172 3797.5
1256 3630.35
1346 3588.72
1442 3786.6
1545 4281.87
1656 3912.53
1774 3890.04
1901 4372.61
2037 4255.6
2183 4567.65
2339 4372.84
2506 4565.37
2685 4667.87
2877 4652.3
3083 4731.57
3303 4651.47
3540 4651.86
3793 4749.73
4064 4916.77
4355 4834.54
4666 4650.59
4999 4854.12
