1 8.00697
2 42.0356
3 130.242
4 308.722
5 367.056
6 503.09
7 647.689
8 1465.26
9 1361.35
10 1487.04
10 1482.01
11 1629.67
12 2329.35
13 2276.92
14 2802.64
15 3447.12
16 4183.53
17 3834.23
18 3727.48
19 3673.29
21 4578.88
22 5223.21
24 6781.15
26 6125.35
28 6578.38
30 7179.46
32 8713.2
34 8223.27
37 8237.64
39 7773.48
42 9354.56
45 9347.09
48 11056.6
52 10606.2
56 11833.6
60 11297.7
64 12456.9
69 11316.3
74 12116.7
79 11455.7
85 12351.7
91 12920.9
97 13593.1
104 14085.6
112 14189.4
120 14458
128 14305.3
137 14119.3
147 14058.4
158 14092.2
169 14510.6
181 14518.7
194 14802.4
208 15091.5
223 14467.1
239 14480.2
256 15086.4
275 14909.5
294 14692.1
315 14815
338 14773.4
362 14756.5
388 13845.5
416 14690.9
446 13610.2
477 14210.2
512 13775.2
548 13701.3
587 14011.1
629 14495.8
674 14639.1
723 14593.7
774 14427.5
830 14873.3
889 14264.9
953 13688
1021 14367.3
1094 13882.7
1172 13757.5
1256 14681.9
1346 14564.8
1442 15244.1
1545 15068.3
1656 15007.5
1774 14828
1901 14746.1
2037 14677.5
2183 14482.9
2339 14471.6
2506 14437.2
2685 14494.4
2877 14619
3083 14516.4
3303 14545.1
3540 14468.1
3793 14461.9
4064 14455.9
4355 14487.8
4666 14477.9
4999 14551.5
