1 177.409
2 332.968
3 473.032
4 597.403
5 662.452
6 738.575
7 816.872
8 888.096
9 955.655
10 1023.9
11 1078.43
13 1199.61
15 1334.92
17 1383.96
20 1489.02
23 1584.27
26 1667.22
30 1756.48
35 3120.49
40 3199.69
46 3220.14
53 3266.91
61 3760.03
71 4376.43
81 4165.74
94 3893.65
108 5366.8
124 5199.96
143 5996.73
164 6877.37
189 5868.46
218 6365.45
251 7278.4
288 8351.31
332 8107.47
382 7590.38
439 8153.35
505 8306.56
581 9297.61
669 8467.58
770 9745.94
885 9372.94
1019 9425.43
1172 9319.83
1348 9747.86
1551 9743.65
1785 9643.15
2053 10028.4
2362 9899.29
2718 9795.41
3127 10180.3
3597 10305.1
4138 10269.5
4761 9496.18
5477 9809.04
6301 9541.04
7248 9704.04
8339 9862.92
9593 9652.29
11036 9629.56
12697 9805.99
14606 9720.95
16804 9995.79
19331 9935.48
22239 9922.29
25585 9947.16
29433 9766.32
33861 9891.71
38954 9651.51
44814 9679.94
51555 9828.53
59310 9676.53
68231 9056.25
78494 9615.18
90302 8164.11
103885 9659.08
119512 9221.45
137489 9417.6
158170 9307.98
181963 8037.51
209333 8490.21
240822 7944.84
277047 8542.37
318721 8447.98
366663 6307.5
421817 4697.36
485268 3014.08
558262 3455.08
642237 2498.61
738842 1659.94
849981 1667.64
977835 1918.48
1124923 1578.13
1294134 1639.48
1488801 1740.19
1712747 1790.64
1970382 1953.71
2266771 1952.81
2607739 1929.2
3000002 1951.65
