1 431.145
2 862.29
3 1293.43
4 1724.58
5 2147.39
6 2576.87
7 3006.35
8 3435.83
9 3366.01
10 3345.25
11 3679.78
13 4348.83
15 4362.15
17 4943.77
20 6396.03
23 5189.93
26 5866.88
30 6769.48
35 7897.72
40 9025.97
46 8014.62
53 9234.24
61 9790.67
71 9441.38
81 10750.1
94 10624.7
108 12207.1
124 12549.5
143 11599
164 13054.1
189 12902.3
218 12916.9
251 12917.8
288 13651.7
332 13725.5
382 13419.1
439 13612.6
505 13837.9
581 13293.7
669 13523.9
770 13169.7
885 13608.8
1019 13642.7
1172 13876.4
1348 13950.1
1551 13774.7
1785 14006
2053 13429.4
2362 14159.9
2718 14225.4
3127 14229.2
3597 14340.2
4138 13660.4
4761 11946.6
5477 12027.8
6301 11992.5
7248 11977.5
8339 12055.1
9593 11889.2
11036 11902.9
12697 11929.8
14606 12048.2
16804 12036.1
19331 12077.5
22239 12044.6
25585 12017.8
29433 11955.6
33861 12090.2
38954 11838.2
44814 10359.9
51555 11918.3
59310 10540.3
68231 11586.4
78494 11423.4
90302 11954.7
103885 10946.3
119512 9582.73
137489 10680.4
158170 9262.46
181963 9361.3
209333 10195.7
240822 9448.01
277047 10166.3
318721 8945.56
366663 8103.12
421817 8739.06
485268 6347.79
558262 5251.81
642237 2537.37
738842 2345.06
849981 2436.77
977835 2803.31
1124923 2396.11
1294134 2398.05
1488801 2647
1712747 2520.98
1970382 2821.55
2266771 2847.27
2607739 2826.82
3000002 2789.69
