1 370.499
2 740.621
3 1110.93
4 1481.24
5 1851.55
6 2221.74
7 2592.03
8 2962.32
9 3330.42
10 3678.69
11 4046.56
13 4782.3
15 4832.43
17 5476.76
20 6986.35
23 5328.38
26 6023.38
30 6424.13
35 6777.8
40 7746.06
46 7794.51
53 7990.85
61 8145.63
71 8428.37
81 8645.47
94 9008.36
108 9358.97
124 8101.64
143 9343.02
164 7984.31
189 7956.42
218 7977.62
251 8170.36
288 8726.17
332 8382.72
382 8410.19
439 8742.26
505 9119.22
581 9281.19
669 9526.87
770 9677.89
885 9864.74
1019 9832.47
1172 10118.8
1348 10225.2
1551 10145.3
1785 10282.2
2053 9886.53
2362 10327.6
2718 10364.1
3127 10367.4
3597 10405.5
4138 10011.8
4761 8640.52
5477 8697.45
6301 8697.89
7248 8711.24
8339 8708.26
9593 8729.56
11036 8742.32
12697 8714.38
14606 8729.03
16804 8747.77
19331 8755.61
22239 8758.4
25585 8780.08
29433 8749.13
33861 8779.32
38954 8697.66
44814 8721.21
51555 8709.39
59310 8699.07
68231 8295.73
78494 8430.73
90302 8465.19
103885 7452.07
119512 8568.55
137489 7312.04
158170 7822.44
181963 7834.92
209333 8281.24
240822 8043.38
277047 6703.64
318721 7497.06
366663 6389.38
421817 4953.61
485268 3127.08
558262 3242.62
642237 2620.28
738842 2119.78
849981 1639.24
977835 1792.6
1124923 1532.17
1294134 1620.13
1488801 1649.27
1712747 1708.16
1970382 1923.87
2266771 1915.21
2607739 1895.27
3000002 2031.56
