1 146.265
2 271.858
3 381.04
4 503.551
5 587.779
6 659.9
7 727.935
8 797.53
9 808.051
10 895.032
11 984.536
13 1023.31
15 1144.96
17 1297.63
20 1526.62
23 1755.61
26 1984.61
30 2289.93
35 2671.58
40 2636.28
46 2655.78
53 2938.24
61 3273.4
71 3810.02
81 3963.61
94 3951.61
108 4540.15
124 4440.73
143 5121.16
164 5883.98
189 5194.84
218 5663.86
251 6404.67
288 7348.79
332 6985.66
382 6810.47
439 7328.53
505 7492.53
581 8147.82
669 7494.03
770 8625.42
885 8406.72
1019 8420.39
1172 8453.79
1348 8606.89
1551 8625.07
1785 8697.69
2053 9002.08
2362 8393.79
2718 7900.54
3127 9089.4
3597 9206.52
4138 9214.46
4761 9040.86
5477 8883.74
6301 8662.28
7248 8372.17
8339 8042.43
9593 8310.44
11036 8217.63
12697 8486.78
14606 8348
16804 8414.71
19331 8418.56
22239 8360.54
25585 8484.76
29433 8539.32
33861 8447.64
38954 8436.68
44814 8369.72
51555 8465.31
59310 8264.99
68231 8119.6
78494 6393.64
90302 6400.38
103885 6628.68
119512 6650.29
137489 7650.62
158170 7481.77
181963 7551.31
209333 7764.46
240822 7597.64
277047 6605.73
318721 6885.59
366663 6012.33
421817 5263.34
485268 3938.34
558262 3074.03
642237 3536.43
738842 1893.45
849981 1551.43
977835 1462.56
1124923 1674.39
1294134 1421.87
1488801 1421.3
1712747 1541.97
1970382 1598.06
2266771 1496.78
2607739 1662.82
3000002 1673.44
