1 11.3631
2 87.4737
3 256.674
4 608.413
5 874.32
6 1309.42
7 1638.46
8 3045.59
9 3135.98
10 4019.89
10 4019.89
11 5350.48
12 6946.38
13 6486.76
14 7477.94
15 8354.33
16 10139.1
17 9021.08
18 10062.9
19 9252.12
21 10594.7
22 11850.5
24 15385.2
26 14793.5
28 16384.2
30 15072.4
32 17900.7
34 16815.7
37 17835.1
39 16826.5
42 19489.6
45 18747.7
48 21739.4
52 22566.8
56 22952.6
60 23618.3
64 23246.6
69 19887.6
74 21441.4
79 20418.3
85 21844.5
91 21360.1
97 22729.5
104 23850
112 26778.8
120 27235.3
128 27509
137 26544.5
147 26578.2
158 27849.8
169 27754.5
181 27942.2
194 28630.8
208 29319.8
223 27920.5
239 27935.5
256 28984.9
275 25092.5
294 27940.3
315 27765.8
338 28641.1
362 28211.6
388 28329.6
416 28791.5
446 28532.1
477 28153.8
512 29025.4
548 28726.6
587 28697.1
629 29156.6
674 29041.2
723 29039.9
774 29317.5
830 30051.8
889 29829.8
953 29534.9
1021 30001.9
1094 30204.2
1172 30272.6
1256 30564.7
1346 30668.8
1442 30748.6
1545 30821.6
1656 30964.8
1774 30945.4
1901 30973.6
2037 31006.9
2183 31026.7
2339 31049.9
2506 31246.6
2685 31129.9
2877 31167.4
3083 31190.1
3303 31214.4
3540 31420.5
3793 31376.1
4064 31482.3
4355 31239.4
4666 31528
4999 31473.6
